Date,Team,Acquired,Relinquished,Notes,TEAM_ABBREVIATION,player_name_clean,matched_name,PLAYER_ID,match_score
2017-12-30,Pelicans,,Charles Cooke,placed on IL,NOP,Charles Cooke,Charles Cooke,1628429,100.0
2017-12-30,Spurs,,Rudy Gay,placed on IL with bursitis in right heel,SAS,Rudy Gay,Rudy Gay,200752,100.0
2017-12-30,Warriors,,Kevon Looney,placed on IL,GSW,Kevon Looney,Kevon Looney,1626172,100.0
2017-12-31,Celtics,,Jabari Bird,placed on IL,BOS,Jabari Bird,Jabari Bird,1628444,100.0
2017-12-31,Grizzlies,,Ivan Rabb,placed on IL,MEM,Ivan Rabb,Ivan Rabb,1628397,100.0
2017-12-31,Thunder,,Andre Roberson,placed on IL with patellar tendinitis in left knee,OKC,Andre Roberson,Andre Roberson,203460,100.0
2018-01-01,Lakers,,Thomas Bryant,placed on IL,LAL,Thomas Bryant,Thomas Bryant,1628418,100.0
2018-01-01,Raptors,,Bruno Caboclo,placed on IL,TOR,Bruno Caboclo,Bruno Caboclo,203998,100.0
2018-01-01,Raptors,,Lorenzo Brown,placed on IL,TOR,Lorenzo Brown,Lorenzo Brown,203485,100.0
2018-01-02,Cavaliers,,Ante Zizic,placed on IL,CLE,Ante Zizic,Ante Zizic,1627790,100.0
2018-01-03,Blazers,,Noah Vonleh,placed on IL,POR,Noah Vonleh,Noah Vonleh,203943,100.0
2018-01-03,Lakers,,Vander Blue,placed on IL,LAL,Vander Blue,Vander Blue,203505,100.0
2018-01-03,Nets,,Caris LeVert,placed on IL with strained left groin,BKN,Caris LeVert,Caris LeVert,1627747,100.0
2018-01-03,Pistons,,Stanley Johnson,placed on IL with strained right hip flexor,DET,Stanley Johnson,Stanley Johnson,1626169,100.0
2018-01-03,Rockets,,James Harden,placed on IL with strained left hamstring,HOU,James Harden,James Harden,201935,100.0
2018-01-03,Spurs,,Danny Green,placed on IL with tightness in left groin,SAS,Danny Green,Danny Green,201980,100.0
2018-01-03,Thunder,,Alex Abrines,placed on IL with strained right groin,OKC,Alex Abrines,Alex Abrines,203518,100.0
2018-01-03,Warriors,,Andre Iguodala,placed on IL with stiffness in lower back,GSW,Andre Iguodala,Andre Iguodala,2738,100.0
2018-01-03,Wizards,,Chris McCullough,placed on IL,WAS,Chris McCullough,Chris McCullough,1626191,100.0
2018-01-04,Clippers,,Austin Rivers,placed on IL with right ankle / right heel injury,LAC,Austin Rivers,Austin Rivers,203085,100.0
2018-01-04,Clippers,,Jamil Wilson,placed on IL,LAC,Jamil Wilson,Jamil Wilson,203966,100.0
2018-01-04,Rockets,,Zhou Qi,placed on IL,HOU,Zhou Qi,Zhou Qi,1627753,100.0
2018-01-04,Warriors,,Kevin Durant,placed on IL with strained right calf,GSW,Kevin Durant,Kevin Durant,201142,100.0
2018-01-05,Celtics,,Marcus Morris,placed on IL with rehab of left knee,BOS,Marcus Morris Sr.,Marcus Morris Sr.,202694,100.0
2018-01-05,Grizzlies,,Andrew Harrison,placed on IL with sore left shoulder,MEM,Andrew Harrison,Andrew Harrison,1626150,100.0
2018-01-05,Lakers,,Alex Caruso,placed on IL,LAL,Alex Caruso,Alex Caruso,1627936,100.0
2018-01-05,Spurs,,Darrun Hilliard,placed on IL,SAS,Darrun Hilliard,Darrun Hilliard,1626199,100.0
2018-01-05,Hawks,,DeAndre' Bembry,placed on IL with strained left groin,ATL,DeAndre' Bembry,DeAndre' Bembry,1627761,100.0
2018-01-06,Pacers,,Bojan Bogdanovic,placed on IL with sprained left ankle,IND,Bojan Bogdanovic,Bojan Bogdanovic,202711,100.0
2018-01-06,Pacers,,Ike Anigbogu,placed on IL,IND,Ike Anigbogu,Ike Anigbogu,1628387,100.0
2018-01-06,Wizards,,Otto Porter Jr.,placed on IL with strained right hip,WAS,Otto Porter Jr.,Otto Porter Jr.,203490,100.0
2018-01-07,Blazers,,Damian Lillard,placed on IL with strained right calf,POR,Damian Lillard,Damian Lillard,203081,100.0
2018-01-07,Knicks,,Michael Beasley,placed on IL with sprained left ankle,NYK,Michael Beasley,Michael Beasley,201563,100.0
2018-01-07,Spurs,,Kawhi Leonard,placed on IL with partial tear in left shoulder,SAS,Kawhi Leonard,Kawhi Leonard,202695,100.0
2018-01-07,Suns,,Isaiah Canaan,placed on IL with strained left adductor,PHX,Isaiah Canaan,Isaiah Canaan,203477,100.0
2018-01-07,Thunder,,Daniel Hamilton,placed on IL,OKC,Daniel Hamilton,Daniel Hamilton,1627772,100.0
2018-01-08,Hawks,,Luke Babbitt,placed on IL,ATL,Luke Babbitt,Luke Babbitt,202337,100.0
2018-01-08,Kings,,Jack Cooley,placed on IL,SAC,Jack Cooley,Jack Cooley,204022,100.0
2018-01-08,Kings,,JaKarr Sampson,placed on IL,SAC,JaKarr Sampson,JaKarr Sampson,203960,100.0
2018-01-08,Nets,,DeMarre Carroll,placed on IL with sprained right knee,BKN,DeMarre Carroll,DeMarre Carroll,201960,100.0
2018-01-08,Nets,,Jacob Wiley,placed on IL,BKN,Jacob Wiley,Jacob Wiley,1628451,100.0
2018-01-10,Lakers,,Thomas Bryant,placed on IL,LAL,Thomas Bryant,Thomas Bryant,1628418,100.0
2018-01-10,Warriors,,Klay Thompson,placed on IL,GSW,Klay Thompson,Klay Thompson,202691,100.0
2018-01-11,Raptors,,Alfonzo McKinnie,placed on IL with swollen right knee,TOR,Alfonzo McKinnie,Alfonzo McKinnie,1628035,100.0
2018-01-12,Hawks,,Marco Belinelli,placed on IL with sprained left ankle,ATL,Marco Belinelli,Marco Belinelli,201158,100.0
2018-01-12,Knicks,,Damyean Dotson,placed on IL,NYK,Damyean Dotson,Damyean Dotson,1628422,100.0
2018-01-12,Knicks,,Ramon Sessions,placed on IL,NYK,Ramon Sessions,Ramon Sessions,201196,100.0
2018-01-12,Suns,,Josh Jackson,placed on IL with strained right hip,PHX,Josh Jackson,Josh Jackson,1628367,100.0
2018-01-12,Suns,,Marquese Chriss,placed on IL with strained right hip flexor,PHX,Marquese Chriss,Marquese Chriss,1627737,100.0
2018-01-12,Warriors,,Omri Casspi,placed on IL with sore lower back,GSW,Omri Casspi,Omri Casspi,201956,100.0
2018-01-13,Clippers,,C.J. Williams,placed on IL,LAC,C.J. Williams,C.J. Williams,203710,100.0
2018-01-13,Kings,,Malachi Richardson,placed on IL,SAC,Malachi Richardson,Malachi Richardson,1627781,100.0
2018-01-13,Lakers,,Thomas Bryant,placed on IL,LAL,Thomas Bryant,Thomas Bryant,1628418,100.0
2018-01-13,Mavericks,,Jalen Jones,placed on IL,DAL,Jalen Jones,Jalen Jones,1627883,100.0
2018-01-13,Nuggets,,Torrey Craig,placed on IL,DEN,Torrey Craig,Torrey Craig,1628470,100.0
2018-01-13,Pistons,,Stanley Johnson,placed on IL with hip injury,DET,Stanley Johnson,Stanley Johnson,1626169,100.0
2018-01-13,Spurs,,Brandon Paul,placed on IL,SAS,Brandon Paul,Brandon Paul,203464,100.0
2018-01-13,Spurs,,Darrun Hilliard,placed on IL,SAS,Darrun Hilliard,Darrun Hilliard,1626199,100.0
2018-01-13,Warriors,,Quinn Cook,placed on IL,GSW,Quinn Cook,Quinn Cook,1626188,100.0
2018-01-14,Knicks,,Ron Baker,placed on IL,NYK,Ron Baker,Ron Baker,1627758,100.0
2018-01-14,Pacers,,Ben Moore,placed on IL,IND,Ben Moore,Ben Moore,1628500,100.0
2018-01-14,Suns,,T.J. Warren,placed on IL with sore lower back,PHX,T.J. Warren,T.J. Warren,203933,100.0
2018-01-15,Jazz,,Georges Niang,placed on IL,UTA,Georges Niang,Georges Niang,1627777,100.0
2018-01-15,Jazz,,Thabo Sefolosha,placed on IL with surgery on right knee (out for season),UTA,Thabo Sefolosha,Thabo Sefolosha,200757,100.0
2018-01-15,Knicks,,Tim Hardaway Jr.,placed on IL,NYK,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,100.0
2018-01-15,Spurs,,Matt Costello,placed on IL,SAS,Matt Costello,Matt Costello,1627856,100.0
2018-01-15,Hawks,,Andrew White III,placed on IL,ATL,Andrew White III,Andrew White III,1628510,100.0
2018-01-16,Nuggets,,Juancho Hernangomez / Juan Hernangomez,placed on IL,DEN,Juan Hernangomez,Juancho Hernangomez,1627823,91.42857142857143
2018-01-17,Grizzlies,,Kobi Simmons,placed on IL,MEM,Kobi Simmons,Kobi Simmons,1628424,100.0
2018-01-17,Grizzlies,,Myke Henry,placed on IL,MEM,Myke Henry,Myke Henry,1627988,100.0
2018-01-17,Heat,,Tyler Johnson,placed on IL with sprained left ankle,MIA,Tyler Johnson,Tyler Johnson,204020,100.0
2018-01-17,Kings,,Skal Labissiere,placed on IL with strained left shoulder,SAC,Skal Labissiere,Skal Labissiere,1627746,100.0
2018-01-17,Knicks,,Joakim Noah,placed on IL,NYK,Joakim Noah,Joakim Noah,201149,100.0
2018-01-17,Lakers,,Lonzo Ball,placed on IL with sore/sprained left knee,LAL,Lonzo Ball,Lonzo Ball,1628366,100.0
2018-01-17,Nets,,James Webb III,placed on IL,BKN,James Webb III,James Webb III,1627821,100.0
2018-01-17,Nets,,Milton Doyle,placed on IL,BKN,Milton Doyle,Milton Doyle,1628495,100.0
2018-01-17,Spurs,,Kawhi Leonard,placed on IL recovering from right quadriceps injury (out for season),SAS,Kawhi Leonard,Kawhi Leonard,202695,100.0
2018-01-17,Thunder,,Kyle Singler,placed on IL,OKC,Kyle Singler,Kyle Singler,202713,100.0
2018-01-17,Warriors,,Draymond Green,placed on IL with sore right shoulder,GSW,Draymond Green,Draymond Green,203110,100.0
2018-01-18,76ers,,Demetrius Jackson,placed on IL with strained left adductor,PHI,Demetrius Jackson,Demetrius Jackson,1627743,100.0
2018-01-18,Cavaliers,,Ante Zizic,placed on IL,CLE,Ante Zizic,Ante Zizic,1627790,100.0
2018-01-18,Celtics,,Kyrie Irving,placed on IL with sore left shoulder,BOS,Kyrie Irving,Kyrie Irving,202681,100.0
2018-01-18,Rockets,,Markel Brown,placed on IL,HOU,Markel Brown,Markel Brown,203900,100.0
2018-01-19,Grizzlies,,James Ennis III,placed on IL with right calf injury,MEM,James Ennis III,James Ennis III,203516,100.0
2018-01-19,Jazz,,Tony Bradley,placed on IL,UTA,Tony Bradley,Tony Bradley,1628396,100.0
2018-01-19,Lakers,,Kentavious Caldwell-Pope,placed on IL with strained right Achilles,LAL,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,100.0
2018-01-19,Nuggets,,Juancho Hernangomez / Juan Hernangomez,placed on IL,DEN,Juan Hernangomez,Juancho Hernangomez,1627823,91.42857142857143
2018-01-19,Pistons,,Kahlil Felder / Kay Felder,placed on IL,DET,Kay Felder,Kay Felder,1627770,100.0
2018-01-19,Pistons,,Reggie Hearn,placed on IL,DET,Reggie Hearn,Reggie Hearn,203687,100.0
2018-01-19,Raptors,,Lorenzo Brown,placed on IL,TOR,Lorenzo Brown,Lorenzo Brown,203485,100.0
2018-01-19,Raptors,,Malcolm Miller,placed on IL,TOR,Malcolm Miller,Malcolm Miller,1626259,100.0
2018-01-19,Suns,,Davon Reed,placed on IL,PHX,Davon Reed,Davon Reed,1628432,100.0
2018-01-20,76ers,,J.J. Redick,placed on IL with left fibula injury (DTD),PHI,J.J. Redick,JJ Redick,200755,90.0
2018-01-20,76ers,,Jerryd Bayless,placed on IL with sore left wrist,PHI,Jerryd Bayless,Jerryd Bayless,201573,100.0
2018-01-20,Bucks,,Giannis Antetokounmpo,placed on IL with sore right knee,MIL,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,100.0
2018-01-20,Hawks,,Isaiah Taylor,placed on IL,ATL,Isaiah Taylor,Isaiah Taylor,1627819,100.0
2018-01-20,Hawks,,Tyler Cavanaugh,placed on IL,ATL,Tyler Cavanaugh,Tyler Cavanaugh,1628463,100.0
2018-01-20,Warriors,,Jordan Bell,placed on IL with left ankle inflammation,GSW,Jordan Bell,Jordan Bell,1628395,100.0
2018-01-21,Celtics,,Jarell Eddie,placed on IL,BOS,Jarell Eddie,Jarell Eddie,204067,100.0
2018-01-21,Celtics,,Kadeem Allen,placed on IL,BOS,Kadeem Allen,Kadeem Allen,1628443,100.0
2018-01-21,Lakers,,Gary Payton II,placed on IL,LAL,Gary Payton II,Gary Payton II,1627780,100.0
2018-01-22,Bucks,,Xavier Munford,placed on IL,MIL,Xavier Munford,Xavier Munford,204098,100.0
2018-01-22,Grizzlies,,JaMychal Green,placed on IL with right ankle injury,MEM,JaMychal Green,JaMychal Green,203210,100.0
2018-01-22,Hawks,,Josh Magette,placed on IL,ATL,Josh Magette,Josh Magette,203705,100.0
2018-01-22,Nuggets,,Kenneth Faried,placed on IL with sore left ankle,DEN,Kenneth Faried,Kenneth Faried,202702,100.0
2018-01-23,Cavaliers,,Channing Frye,placed on IL with strained abdominal,CLE,Channing Frye,Channing Frye,101112,100.0
2018-01-23,Celtics,,Guerschon Yabusele,placed on IL,BOS,Guerschon Yabusele,Guerschon Yabusele,1627824,100.0
2018-01-23,Lakers,,Nigel Hayes,placed on IL,LAL,Nigel Hayes-Davis,Nigel Hayes-Davis,1628502,100.0
2018-01-23,Spurs,,Derrick White,placed on IL,SAS,Derrick White,Derrick White,1628401,100.0
2018-01-24,Mavericks,,Jalen Jones,placed on IL,DAL,Jalen Jones,Jalen Jones,1627883,100.0
2018-01-25,Knicks,,Tim Hardaway Jr.,placed on IL,NYK,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,100.0
2018-01-26,Bucks,,Malcolm Brogdon,placed on IL with sore right calf,MIL,Malcolm Brogdon,Malcolm Brogdon,1627763,100.0
2018-01-26,Clippers,,Jawun Evans,placed on IL with sore lower abdominal,LAC,Jawun Evans,Jawun Evans,1628393,100.0
2018-01-26,Pacers,,T.J. Leaf,placed on IL with sprained right ankle,IND,T.J. Leaf,T.J. Leaf,1628388,100.0
2018-01-26,Suns,,Alex Len,placed on IL with sore right ankle,PHX,Alex Len,Alex Len,203458,100.0
2018-01-26,Grizzlies,,Kobi Simmons,placed on IL,MEM,Kobi Simmons,Kobi Simmons,1628424,100.0
2018-01-27,Celtics,,Marcus Smart,placed on IL with right hand injury,BOS,Marcus Smart,Marcus Smart,203935,100.0
2018-01-27,Nets,,Rondae Hollis-Jefferson,placed on IL with strained right groin,BKN,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,100.0
2018-01-27,Warriors,,Patrick McCaw,placed on IL with strained back,GSW,Patrick McCaw,Patrick McCaw,1627775,100.0
2018-01-27,Wizards,,John Wall (Hildred),placed on IL with sore left knee,WAS,John Wall,John Wall,202322,100.0
2018-01-28,Kings,,Skal Labissiere,placed on IL with strained left shoulder,SAC,Skal Labissiere,Skal Labissiere,1627746,100.0
2018-01-28,Lakers,,Ivica Zubac,placed on IL,LAL,Ivica Zubac,Ivica Zubac,1627826,100.0
2018-01-28,Lakers,,Thomas Bryant,placed on IL,LAL,Thomas Bryant,Thomas Bryant,1628418,100.0
2018-01-28,Thunder,,Andre Roberson,placed on IL recovering from surgery on left knee to repair torn patellar tendon (out for season),OKC,Andre Roberson,Andre Roberson,203460,100.0
2018-01-29,Grizzlies,,James Ennis III,placed on IL with right calf injury,MEM,James Ennis III,James Ennis III,203516,100.0
2018-01-29,Mavericks,,Johnathan Motley,placed on IL,DAL,Johnathan Motley,Johnathan Motley,1628405,100.0
2018-01-29,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with strained left oblique,DAL,J.J. Barea,J.J. Barea,200826,100.0
2018-01-29,Suns,,Danuel House Jr.,placed on IL,PHX,Danuel House Jr.,Danuel House Jr.,1627863,100.0
2018-01-29,Suns,,Marquese Chriss,placed on IL with sprained left ankle,PHX,Marquese Chriss,Marquese Chriss,1627737,100.0
2018-01-29,Pacers,,Ben Moore,placed on IL,IND,Ben Moore,Ben Moore,1628500,100.0
2018-01-30,Cavaliers,,Cedi Osman,placed on IL,CLE,Cedi Osman,Cedi Osman,1626224,100.0
2018-01-30,Clippers,,Avery Bradley,placed on IL with sore right groin/hamstring,LAC,Avery Bradley,Avery Bradley,202340,100.0
2018-01-30,Nets,,Caris LeVert,placed on IL with sore left groin,BKN,Caris LeVert,Caris LeVert,1627747,100.0
2018-01-30,Nuggets,,Mason Plumlee,placed on IL with strained right calf,DEN,Mason Plumlee,Mason Plumlee,203486,100.0
2018-01-30,Pelicans,,DeMarcus Cousins,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season),NOP,DeMarcus Cousins,DeMarcus Cousins,202326,100.0
2018-01-30,Raptors,,C.J. Miles,placed on IL with sore right knee,TOR,CJ Miles,CJ Miles,101139,100.0
2018-01-30,Rockets,,R.J. Hunter,placed on IL,HOU,R.J. Hunter,RJ Hunter,1626154,90.0
2018-01-30,Rockets,,Trevor Ariza,placed on IL with sprained left hamstring,HOU,Trevor Ariza,Trevor Ariza,2772,100.0
2018-01-30,Rockets,,Troy Williams,placed on IL,HOU,Troy Williams,Troy Williams,1627786,100.0
2018-01-31,76ers,,Larry Drew II,placed on IL,PHI,Larry Drew II,Larry Drew II,203580,100.0
2018-01-31,Bulls,,Nikola Mirotic,placed on IL,CHI,Nikola Mirotic,Nikola Mirotic,202703,100.0
2018-01-31,Hornets,,Marvin Williams,placed on IL with sprained left ankle,CHA,Marvin Williams,Marvin Williams,101107,100.0
2018-01-31,Knicks,,Ron Baker,placed on IL with dislocated right shoulder (out for season),NYK,Ron Baker,Ron Baker,1627758,100.0
2018-01-31,Suns,,Alex Len,placed on IL with sore right ankle,PHX,Alex Len,Alex Len,203458,100.0
2018-01-31,Suns,,Greg Monroe,placed on IL,PHX,Greg Monroe,Greg Monroe,202328,100.0
2018-02-01,Bucks,,Eric Bledsoe,placed on IL with sore left ankle,MIL,Eric Bledsoe,Eric Bledsoe,202339,100.0
2018-02-01,Grizzlies,,Mario Chalmers,placed on IL with left hamstring injury,MEM,Mario Chalmers,Mario Chalmers,201596,100.0
2018-02-01,Rockets,,Eric Gordon,placed on IL with sore lower back,HOU,Eric Gordon,Eric Gordon,201569,100.0
2018-02-02,76ers,,James Young,placed on IL,PHI,James Young,James Young,203923,100.0
2018-02-02,Bucks,,Marshall Plumlee,placed on IL,MIL,Marshall Plumlee,Marshall Plumlee,1627850,100.0
2018-02-02,Nets,,Isaiah Whitehead,placed on IL,BKN,Isaiah Whitehead,Isaiah Whitehead,1627785,100.0
2018-02-02,Raptors,,Lorenzo Brown,placed on IL,TOR,Lorenzo Brown,Lorenzo Brown,203485,100.0
2018-02-02,Bucks,,Malcolm Brogdon,placed on IL with partially torn quadriceps tendon in left leg,MIL,Malcolm Brogdon,Malcolm Brogdon,1627763,100.0
2018-02-03,Warriors,,Quinn Cook,placed on IL,GSW,Quinn Cook,Quinn Cook,1626188,100.0
2018-02-04,Blazers,,Shabazz Napier,placed on IL with sore left big toe,POR,Shabazz Napier,Shabazz Napier,203894,100.0
2018-02-04,Bucks,,D.J. Wilson,placed on IL,MIL,D.J. Wilson,D.J. Wilson,1628391,100.0
2018-02-04,Suns,,Marquese Chriss,placed on IL,PHX,Marquese Chriss,Marquese Chriss,1627737,100.0
2018-02-04,Grizzlies,,Myke Henry,placed on IL,MEM,Myke Henry,Myke Henry,1627988,100.0
2018-02-04,Bucks,,Xavier Munford,placed on IL,MIL,Xavier Munford,Xavier Munford,204098,100.0
2018-02-05,Blazers,,Evan Turner,placed on IL with left calf injury,POR,Evan Turner,Evan Turner,202323,100.0
2018-02-05,Jazz,,Georges Niang,placed on IL,UTA,Georges Niang,Georges Niang,1627777,100.0
2018-02-05,Mavericks,,Harrison Barnes,placed on IL with sprained left ankle,DAL,Harrison Barnes,Harrison Barnes,203084,100.0
2018-02-05,Pistons,,Brice Johnson,placed on IL,DET,Brice Johnson,Brice Johnson,1627744,100.0
2018-02-05,Pacers,,Darren Collison,placed on IL recovering from arthroscopic surgery on left knee,IND,Darren Collison,Darren Collison,201954,100.0
2018-02-06,Bucks,,Matthew Dellavedova,placed on IL with sprained right ankle,MIL,Matthew Dellavedova,Matthew Dellavedova,203521,100.0
2018-02-06,Celtics,,Shane Larkin,placed on IL with sore right knee (DTD),BOS,Shane Larkin,Shane Larkin,203499,100.0
2018-02-06,Hawks,,DeAndre' Bembry,placed on IL with strained left adductor,ATL,DeAndre' Bembry,DeAndre' Bembry,1627761,100.0
2018-02-06,Nets,,Quincy Acy,placed on IL with strained right middle finger,BKN,Quincy Acy,Quincy Acy,203112,100.0
2018-02-06,Rockets,,Troy Williams,placed on IL,HOU,Troy Williams,Troy Williams,1627786,100.0
2018-02-06,Suns,,Danuel House Jr.,placed on IL,PHX,Danuel House Jr.,Danuel House Jr.,1627863,100.0
2018-02-06,Suns,,Devin Booker,placed on IL with left hip pointer,PHX,Devin Booker,Devin Booker,1626164,100.0
2018-02-06,Warriors,,Damian Jones,placed on IL,GSW,Damian Jones,Damian Jones,1627745,100.0
2018-02-07,Cavaliers,,Iman Shumpert,placed on IL with plantar fasciitis in left foot (out for season),CLE,Iman Shumpert,Iman Shumpert,202697,100.0
2018-02-07,Nets,,Caris LeVert,placed on IL with sprained right knee,BKN,Caris LeVert,Caris LeVert,1627747,100.0
2018-02-07,Spurs,,Darrun Hilliard,placed on IL,SAS,Darrun Hilliard,Darrun Hilliard,1626199,100.0
2018-02-07,Timberwolves,,Amile Jefferson,placed on IL,MIN,Amile Jefferson,Amile Jefferson,1628518,100.0
2018-02-08,Knicks,,Kristaps Porzingis,placed on IL with torn ACL in left knee (out for season),NYK,Kristaps Porziņģis,Kristaps Porziņģis,204001,100.0
2018-02-08,Thunder,,Carmelo Anthony,placed on IL with sprained right ankle,OKC,Carmelo Anthony,Carmelo Anthony,2546,100.0
2018-02-08,Thunder,,Russell Westbrook,placed on IL with sprained left ankle,OKC,Russell Westbrook,Russell Westbrook,201566,100.0
2018-02-08,Blazers,,Wade Baldwin IV,placed on IL,POR,Wade Baldwin IV,Wade Baldwin IV,1627735,100.0
2018-02-09,Pacers,,Ike Anigbogu,placed on IL,IND,Ike Anigbogu,Ike Anigbogu,1628387,100.0
2018-02-10,Spurs,,(William) Tony Parker,placed on IL with tightness in back,SAS,Tony Parker,Tony Parker,2225,100.0
2018-02-10,Nets,,Milton Doyle,placed on IL,BKN,Milton Doyle,Milton Doyle,1628495,100.0
2018-02-11,Jazz,,Ricky Rubio,placed on IL with sore left hip,UTA,Ricky Rubio,Ricky Rubio,201937,100.0
2018-02-11,Mavericks,,Dirk Nowitzki,placed on IL with left ankle effusion / rest,DAL,Dirk Nowitzki,Dirk Nowitzki,1717,100.0
2018-02-11,Mavericks,,Wesley Matthews,placed on IL with tightness in lower back / rest,DAL,Wesley Matthews,Wesley Matthews,202083,100.0
2018-02-11,Pacers,,T.J. Leaf,placed on IL with sore left calf,IND,T.J. Leaf,T.J. Leaf,1628388,100.0
2018-02-11,Grizzlies,,Brice Johnson,placed on IL,MEM,Brice Johnson,Brice Johnson,1627744,100.0
2018-02-12,Bulls,,Antonio Blakeney,placed on IL,CHI,Antonio Blakeney,Antonio Blakeney,1628469,100.0
2018-02-12,Pistons,,Kahlil Felder / Kay Felder,placed on IL,DET,Kay Felder,Kay Felder,1627770,100.0
2018-02-12,Pistons,,Reggie Hearn,placed on IL,DET,Reggie Hearn,Reggie Hearn,203687,100.0
2018-02-12,Spurs,,LaMarcus Aldridge,placed on IL with sore right knee,SAS,LaMarcus Aldridge,LaMarcus Aldridge,200746,100.0
2018-02-12,Suns,,Alec Peters,placed on IL,PHX,Alec Peters,Alec Peters,1628409,100.0
2018-02-12,Suns,,Danuel House Jr.,placed on IL,PHX,Danuel House Jr.,Danuel House Jr.,1627863,100.0
2018-02-12,Suns,,Tyler Ulis,placed on IL with lower back injury,PHX,Tyler Ulis,Tyler Ulis,1627755,100.0
2018-02-12,Warriors,,Draymond Green,placed on IL with sprained left index finger,GSW,Draymond Green,Draymond Green,203110,100.0
2018-02-13,Bucks,,John Henson,placed on IL with sore right hamstring,MIL,John Henson,John Henson,203089,100.0
2018-02-13,Thunder,,P.J. Dozier,placed on IL,OKC,P.J. Dozier,PJ Dozier,1628408,90.0
2018-02-13,Thunder,,Daniel Hamilton,placed on IL,OKC,Daniel Hamilton,Daniel Hamilton,1627772,100.0
2018-02-14,76ers,,Justin Anderson,placed on IL with sprained right ankle,PHI,Justin Anderson,Justin Anderson,1626147,100.0
2018-02-14,Bulls,,Omer Asik,placed on IL,CHI,Omer Asik,Omer Asik,201600,100.0
2018-02-14,Grizzlies,,Wayne Selden Jr.,placed on IL with sore right knee,MEM,Wayne Selden,Wayne Selden,1627782,100.0
2018-02-14,Hawks,,Ersan Ilyasova,placed on IL with sprained right shoulder,ATL,Ersan Ilyasova,Ersan Ilyasova,101141,100.0
2018-02-15,Lakers,,Alex Caruso,placed on IL,LAL,Alex Caruso,Alex Caruso,1627936,100.0
2018-02-15,Nuggets,,Torrey Craig,placed on IL with hamstring injury,DEN,Torrey Craig,Torrey Craig,1628470,100.0
2018-02-22,Bulls,,Justin Holiday,placed on IL,CHI,Justin Holiday,Justin Holiday,203200,100.0
2018-02-22,Bulls,,Robin Lopez,placed on IL,CHI,Robin Lopez,Robin Lopez,201577,100.0
2018-02-22,Bulls,,Ryan Arcidiacono,placed on IL,CHI,Ryan Arcidiacono,Ryan Arcidiacono,1627853,100.0
2018-02-22,Clippers,,Avery Bradley,placed on IL with athletic pubalgia / sports hernia (out for season),LAC,Avery Bradley,Avery Bradley,202340,100.0
2018-02-22,Kings,,Jack Cooley,placed on IL,SAC,Jack Cooley,Jack Cooley,204022,100.0
2018-02-23,Celtics,,Kadeem Allen,placed on IL,BOS,Kadeem Allen,Kadeem Allen,1628443,100.0
2018-02-23,Jazz,,Erik McCree,placed on IL,UTA,Erik McCree,Erik McCree,1628571,100.0
2018-02-23,Lakers,,Gary Payton II,placed on IL,LAL,Gary Payton II,Gary Payton II,1627780,100.0
2018-02-23,Mavericks,,Jalen Jones,placed on IL,DAL,Jalen Jones,Jalen Jones,1627883,100.0
2018-02-23,Mavericks,,Johnathan Motley,placed on IL,DAL,Johnathan Motley,Johnathan Motley,1628405,100.0
2018-02-23,Pacers,,Ben Moore,placed on IL,IND,Ben Moore,Ben Moore,1628500,100.0
2018-02-23,Pacers,,Ike Anigbogu,placed on IL,IND,Ike Anigbogu,Ike Anigbogu,1628387,100.0
2018-02-23,Rockets,,Markel Brown,placed on IL,HOU,Markel Brown,Markel Brown,203900,100.0
2018-02-23,Spurs,,Darrun Hilliard,placed on IL,SAS,Darrun Hilliard,Darrun Hilliard,1626199,100.0
2018-02-23,Spurs,,Derrick White,placed on IL,SAS,Derrick White,Derrick White,1628401,100.0
2018-02-23,Suns,,Tyson Chandler,placed on IL with neck spasms,PHX,Tyson Chandler,Tyson Chandler,2199,100.0
2018-02-24,Celtics,,Aron Baynes,placed on IL with sprained left elbow,BOS,Aron Baynes,Aron Baynes,203382,100.0
2018-02-24,Celtics,,Guerschon Yabusele,placed on IL,BOS,Guerschon Yabusele,Guerschon Yabusele,1627824,100.0
2018-02-24,Grizzlies,,Tyreke Evans,placed on IL with right rib injury,MEM,Tyreke Evans,Tyreke Evans,201936,100.0
2018-02-24,Kings,,JaKarr Sampson,placed on IL,SAC,JaKarr Sampson,JaKarr Sampson,203960,100.0
2018-02-24,Lakers,,Lonzo Ball,placed on IL with sore left knee,LAL,Lonzo Ball,Lonzo Ball,1628366,100.0
2018-02-24,Lakers,,Thomas Bryant,placed on IL,LAL,Thomas Bryant,Thomas Bryant,1628418,100.0
2018-02-24,Timberwolves,,Jimmy Butler,placed on IL with meniscus injury in right knee,MIN,Jimmy Butler III,Jimmy Butler III,202710,100.0
