Date,Team,Acquired,Relinquished,Notes,TEAM_ABBREVIATION,player_name_clean,matched_name,PLAYER_ID,match_score
2015-10-27,Bulls,,Cristiano Felicio,placed on IL,CHI,Cristiano Felicio,Cristiano Felicio,1626245,100.0
2015-10-27,Bulls,,Mike Dunleavy Jr.,placed on IL recovering from surgery on back,CHI,Mike Dunleavy,Mike Dunleavy,2399,100.0
2015-10-27,Cavaliers,,Iman Shumpert,placed on IL recovering from surgery on right wrist,CLE,Iman Shumpert,Iman Shumpert,202697,100.0
2015-10-27,Hawks,,Tim Hardaway Jr.,placed on IL,ATL,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,100.0
2015-10-27,Hawks,,Walter Tavares / Edy Tavares,placed on IL,ATL,Edy Tavares,Edy Tavares,204002,100.0
2015-10-27,Pelicans,,Norris Cole (Gene),placed on IL with sprained left ankle,NOP,Norris Cole,Norris Cole,202708,100.0
2015-10-27,Pelicans,,Quincy Pondexter,placed on IL recovering from arthroscopic surgery on left knee (out for season),NOP,Quincy Pondexter,Quincy Pondexter,202347,100.0
2015-10-27,Pelicans,,Tyreke Evans,placed on IL recovering from arthroscopic surgery on right knee,NOP,Tyreke Evans,Tyreke Evans,201936,100.0
2015-10-27,Pistons,,Brandon Jennings,placed on IL with torn left Achilles,DET,Brandon Jennings,Brandon Jennings,201943,100.0
2015-10-27,Warriors,,Ian Clark,placed on IL,GSW,Ian Clark,Ian Clark,203546,100.0
2015-10-27,Warriors,,Kevon Looney,placed on IL recovering from surgery on right hip to repair torn labrum,GSW,Kevon Looney,Kevon Looney,1626172,100.0
2015-10-28,76ers,,Carl Landry,placed on IL recovering from surgery on right wrist,PHI,Carl Landry,Carl Landry,201171,100.0
2015-10-28,76ers,,Joel Embiid,placed on IL with foot injury,PHI,Joel Embiid,Joel Embiid,203954,100.0
2015-10-28,76ers,,Tony Wroten Jr.,placed on IL with knee injury,PHI,Tony Wroten,Tony Wroten,203100,100.0
2015-10-28,Blazers,,Cliff Alexander,placed on IL with sore left knee,POR,Cliff Alexander,Cliff Alexander,1626146,100.0
2015-10-28,Blazers,,Gerald Henderson Jr.,placed on IL with sore left hip,POR,Gerald Henderson,Gerald Henderson,201945,100.0
2015-10-28,Bucks,,Jabari Parker,placed on IL recovering from surgery on left knee to repair torn ACL,MIL,Jabari Parker,Jabari Parker,203953,100.0
2015-10-28,Bucks,,Tyler Ennis,placed on IL recovering from surgery on right shoulder,MIL,Tyler Ennis,Tyler Ennis,203898,100.0
2015-10-28,Celtics,,James Young,placed on IL,BOS,James Young,James Young,203923,100.0
2015-10-28,Clippers,,Branden Dawson,placed on IL,LAC,Branden Dawson,Branden Dawson,1626183,100.0
2015-10-28,Clippers,,C.J. Wilcox,placed on IL,LAC,C.J. Wilcox,C.J. Wilcox,203912,100.0
2015-10-28,Grizzlies,,Jarnell Stokes,placed on IL,MEM,Jarnell Stokes,Jarnell Stokes,203950,100.0
2015-10-28,Heat,,Amare Stoudemire / Amar'e Stoudemire,placed on IL with rehab of knee,MIA,Amar'e Stoudemire,Amar'e Stoudemire,2405,100.0
2015-10-28,Heat,,Josh Richardson,placed on IL,MIA,Josh Richardson,Josh Richardson,1626196,100.0
2015-10-28,Hornets,,Michael Kidd-Gilchrist,placed on IL recovering from surgery on right shoulder to repair torn labrum,CHA,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,100.0
2015-10-28,Hornets,,Troy Daniels,placed on IL with strained left hamstring,CHA,Troy Daniels,Troy Daniels,203584,100.0
2015-10-28,Jazz,,Dante Exum,placed on IL recovering from surgery on left knee to repair torn ACL (out for season),UTA,Dante Exum,Dante Exum,203957,100.0
2015-10-28,Jazz,,Jeff Withey,placed on IL,UTA,Jeff Withey,Jeff Withey,203481,100.0
2015-10-28,Kings,,Duje Dukan,placed on IL,SAC,Duje Dukan,Duje Dukan,1626251,100.0
2015-10-28,Kings,,Eric Moreland,placed on IL,SAC,Eric Moreland,Eric Moreland,203961,100.0
2015-10-28,Knicks,,Louis Amundson / Lou Amundson,placed on IL with sore lower back,NYK,Lou Amundson,Lou Amundson,200811,100.0
2015-10-28,Lakers,,Larry Nance Jr.,placed on IL with tendinitis in right knee,LAL,Larry Nance Jr.,Larry Nance Jr.,1626204,100.0
2015-10-28,Lakers,,Metta World Peace,placed on IL,LAL,Metta World Peace,Metta World Peace,1897,100.0
2015-10-28,Magic,,Roy Devyn Marble / Roy Marble (Devyn),placed on IL,ORL,Roy Marble,Royce O'Neale,,60.86956521739131
2015-10-28,Mavericks,,Chandler Parsons,placed on IL with recovering from arthroscopic surgery on right knee to repair cartilage damage,DAL,Chandler Parsons,Chandler Parsons,202718,100.0
2015-10-28,Nuggets,,Wilson Chandler,placed on IL with strained right hip (out for season),DEN,Wilson Chandler,Wilson Chandler,201163,100.0
2015-10-28,Pacers,,Glenn Robinson III,placed on IL with sore right shoulder,IND,Glenn Robinson III,Glenn Robinson III,203922,100.0
2015-10-28,Pacers,,Rakeem Christmas,placed on IL,IND,Rakeem Christmas,Rakeem Christmas,1626176,100.0
2015-10-28,Pistons,,Darrun Hilliard,placed on IL,DET,Darrun Hilliard,Darrun Hilliard,1626199,100.0
2015-10-28,Raptors,,Bruno Caboclo,placed on IL,TOR,Bruno Caboclo,Bruno Caboclo,203998,100.0
2015-10-28,Raptors,,Lucas Nogueira,placed on IL,TOR,Lucas Nogueira,Lucas Nogueira,203512,100.0
2015-10-28,Rockets,,Donatas Motiejunas,placed on IL with sore lower back,HOU,Donatas Motiejunas,Donatas Motiejunas,202700,100.0
2015-10-28,Spurs,,Boban Marjanovic,placed on IL,SAS,Boban Marjanovic,Boban Marjanovic,1626246,100.0
2015-10-28,Spurs,,Jonathon Simmons,placed on IL,SAS,Jonathon Simmons,Jonathon Simmons,203613,100.0
2015-10-28,Suns,,Cory Jefferson,placed on IL,PHX,Cory Jefferson,Cory Jefferson,203928,100.0
2015-10-28,Thunder,,Josh Huestis,placed on IL,OKC,Josh Huestis,Josh Huestis,203962,100.0
2015-10-28,Thunder,,Steve Novak,placed on IL,OKC,Steve Novak,Steve Novak,200779,100.0
2015-10-28,Timberwolves,,Nikola Pekovic,placed on IL recovering from surgery on right Achilles,MIN,Nikola Pekovic,Nikola Pekovic,201593,100.0
2015-10-28,Timberwolves,,Tyus Jones,placed on IL,MIN,Tyus Jones,Tyus Jones,1626145,100.0
2015-10-28,Wizards,,Alan Anderson,placed on IL recovering from surgery on left ankle to remove bone fragment,WAS,Alan Anderson,Alan Anderson,101187,100.0
2015-10-28,Wizards,,Martell Webster,placed on IL with sore right hip (out for season),WAS,Martell Webster,Briante Weber,,64.28571428571428
2015-10-29,Hawks,,Mike Muscala,placed on IL with ankle injury,ATL,Mike Muscala,Mike Muscala,203488,100.0
2015-10-29,Hawks,,Thabo Sefolosha,placed on IL with ankle injury,ATL,Thabo Sefolosha,Thabo Sefolosha,200757,100.0
2015-10-30,Bulls,,Cameron Bairstow,placed on IL,CHI,Cameron Bairstow,Cameron Bairstow,203946,100.0
2015-10-30,Celtics,,Jordan Mickey,placed on IL,BOS,Jordan Mickey,Jordan Mickey,1626175,100.0
2015-10-30,Hawks,,Kyle Korver,placed on IL,ATL,Kyle Korver,Kyle Korver,2594,100.0
2015-10-30,Heat,,Chris Andersen,placed on IL,MIA,Chris Andersen,Chris Andersen,2365,100.0
2015-10-30,Kings,,Quincy Acy,placed on IL,SAC,Quincy Acy,Quincy Acy,203112,100.0
2015-10-30,Nets,,Chris McCullough,placed on IL with knee injury,BKN,Chris McCullough,Chris McCullough,1626191,100.0
2015-10-30,Nets,,Willie Reed,placed on IL recovering from surgery on right thumb to repair torn ligament,BKN,Willie Reed,Willie Reed,203186,100.0
2015-10-30,Thunder,,Cameron Payne,placed on IL,OKC,Cameron Payne,Cameron Payne,1626166,100.0
2015-10-31,Jazz,,Tibor Pleiss,placed on IL,UTA,Tibor Pleiss,Tibor Pleiss,202353,100.0
2015-10-31,Kings,,Eric Moreland,placed on IL,SAC,Eric Moreland,Eric Moreland,203961,100.0
2015-11-01,Bulls,,Kirk Hinrich,placed on IL with sore toe,CHI,Kirk Hinrich,Kirk Hinrich,2550,100.0
2015-11-01,Hawks,,Tim Hardaway Jr.,placed on IL,ATL,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,100.0
2015-11-01,Hawks,,Walter Tavares / Edy Tavares,placed on IL,ATL,Edy Tavares,Edy Tavares,204002,100.0
2015-11-01,Hornets,,Aaron Harrison,placed on IL,CHA,Aaron Harrison,Aaron Harrison,1626151,100.0
2015-11-01,Lakers,,Robert Sacre,placed on IL,LAL,Robert Sacre,Robert Sacre,203135,100.0
2015-11-01,Mavericks,,Justin Anderson,placed on IL,DAL,Justin Anderson,Justin Anderson,1626147,100.0
2015-11-01,Thunder,,Steve Novak,placed on IL,OKC,Steve Novak,Steve Novak,200779,100.0
2015-11-02,Spurs,,Matt Bonner,placed on IL,SAS,Matt Bonner,Matt Bonner,2588,100.0
2015-11-02,Suns,,Devin Booker,placed on IL with ankle injury,PHX,Devin Booker,Devin Booker,1626164,100.0
2015-11-03,Hawks,,Thabo Sefolosha,placed on IL with ankle injury,ATL,Thabo Sefolosha,Thabo Sefolosha,200757,100.0
2015-11-03,Heat,,Amare Stoudemire / Amar'e Stoudemire,placed on IL with rehab of knee,MIA,Amar'e Stoudemire,Amar'e Stoudemire,2405,100.0
2015-11-03,Kings,,DeMarcus Cousins,placed on IL with strained Achilles,SAC,DeMarcus Cousins,DeMarcus Cousins,202326,100.0
2015-11-03,Lakers,,Anthony Brown,placed on IL,LAL,Anthony Brown,Anthony Brown,1626148,100.0
2015-11-03,Mavericks,,John Jenkins,placed on IL,DAL,John Jenkins,John Jenkins,203098,100.0
2015-11-03,Pacers,,Shayne Whittington,placed on IL,IND,Shayne Whittington,Shayne Whittington,203963,100.0
2015-11-04,Bucks,,John Henson,placed on IL with sore left Achilles,MIL,John Henson,John Henson,203089,100.0
2015-11-04,Bucks,,O.J. Mayo,placed on IL with strained right hamstring,MIL,O.J. Mayo,O.J. Mayo,201564,100.0
2015-11-04,Celtics,,Marcus Smart,placed on IL with sprained left toe,BOS,Marcus Smart,Marcus Smart,203935,100.0
2015-11-04,Hawks,,Kyle Korver,placed on IL,ATL,Kyle Korver,Kyle Korver,2594,100.0
2015-11-04,Jazz,,Jeff Withey,placed on IL,UTA,Jeff Withey,Jeff Withey,203481,100.0
2015-11-04,Knicks,,Arron Afflalo,placed on IL with strained left hamstring,NYK,Arron Afflalo,Arron Afflalo,201167,100.0
2015-11-04,Suns,,Cory Jefferson,placed on IL,PHX,Cory Jefferson,Cory Jefferson,203928,100.0
2015-11-05,Grizzlies,,Jordan Adams,placed on IL with right knee injury,MEM,Jordan Adams,Jordan Adams,203919,100.0
2015-11-05,Heat,,Mario Chalmers,placed on IL with knee injury,MIA,Mario Chalmers,Mario Chalmers,201596,100.0
2015-11-05,Mavericks,,Salah Mejri,placed on IL,DAL,Salah Mejri,Salah Mejri,1626257,100.0
2015-11-06,Bucks,,Michael Carter-Williams,placed on IL with strained left ankle,MIL,Michael Carter-Williams,Michael Carter-Williams,203487,100.0
2015-11-06,Hawks,,Thabo Sefolosha,placed on IL with ankle injury,ATL,Thabo Sefolosha,Thabo Sefolosha,200757,100.0
2015-11-06,Magic,,Nikola Vucevic,placed on IL with bone bruise in right knee,ORL,Nikola Vučević,Nikola Vučević,202696,100.0
2015-11-06,Pelicans,,Kendrick Perkins,placed on IL with strained right pectoral muscle,NOP,Kendrick Perkins,Kendrick Perkins,2570,100.0
2015-11-07,Hawks,,Tiago Splitter,placed on IL with calf injury,ATL,Tiago Splitter,Tiago Splitter,201168,100.0
2015-11-07,Hawks,,Tim Hardaway Jr.,placed on IL,ATL,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,100.0
2015-11-07,Thunder,,Nick Collison,placed on IL with strained hamstring,OKC,Nick Collison,Nick Collison,2555,100.0
2015-11-08,Blazers,,Luis Montero,placed on IL,POR,Luis Montero,Luis Montero,1626242,100.0
2015-11-08,Raptors,,DeMarre Carroll,placed on IL with sore right heel,TOR,DeMarre Carroll,DeMarre Carroll,201960,100.0
2015-11-09,Hawks,,Walter Tavares / Edy Tavares,placed on IL,ATL,Edy Tavares,Edy Tavares,204002,100.0
2015-11-09,Kings,,Seth Curry,placed on IL with sprained right ankle,SAC,Seth Curry,Seth Curry,203552,100.0
2015-11-09,Timberwolves,,Tyus Jones,placed on IL,MIN,Tyus Jones,Tyus Jones,1626145,100.0
2015-11-09,Warriors,,Ian Clark,placed on IL,GSW,Ian Clark,Ian Clark,203546,100.0
2015-11-10,Celtics,,Jordan Mickey,placed on IL,BOS,Jordan Mickey,Jordan Mickey,1626175,100.0
2015-11-10,Mavericks,,John Jenkins,placed on IL,DAL,John Jenkins,John Jenkins,203098,100.0
2015-11-10,Raptors,,Terrence Ross,placed on IL with left thumb injury,TOR,Terrence Ross,Terrence Ross,203082,100.0
2015-11-11,Blazers,,Cliff Alexander,placed on IL,POR,Cliff Alexander,Cliff Alexander,1626146,100.0
2015-11-11,Celtics,,Avery Bradley,placed on IL with leg injury,BOS,Avery Bradley,Avery Bradley,202340,100.0
2015-11-11,Knicks,,Cleanthony Early,placed on IL,NYK,Cleanthony Early,Cleanthony Early,203921,100.0
2015-11-11,Magic,,Jason Smith,placed on IL,ORL,Jason Smith,Jason Smith,201160,100.0
2015-11-11,Mavericks,,Chandler Parsons,placed on IL with rehab of knee / rest,DAL,Chandler Parsons,Chandler Parsons,202718,100.0
2015-11-11,Rockets,,K.J. McDaniels,placed on IL,HOU,K.J. McDaniels,KJ McDaniels,203909,92.3076923076923
2015-11-11,Spurs,,Boban Marjanovic,placed on IL,SAS,Boban Marjanovic,Boban Marjanovic,1626246,100.0
2015-11-11,Warriors,,Brandon Rush,placed on IL,GSW,Brandon Rush,Brandon Rush,201575,100.0
2015-11-12,Jazz,,Rudy Gobert,placed on IL with sprained left ankle,UTA,Rudy Gobert,Rudy Gobert,203497,100.0
2015-11-12,Timberwolves,,Ricky Rubio,placed on IL with hamstring injury,MIN,Ricky Rubio,Ricky Rubio,201937,100.0
2015-11-13,Blazers,,Meyers Leonard,placed on IL with dislocated left shoulder,POR,Meyers Leonard,Meyers Leonard,203086,100.0
2015-11-13,Bulls,,Cristiano Felicio,placed on IL,CHI,Cristiano Felicio,Cristiano Felicio,1626245,100.0
2015-11-13,Celtics,,James Young,placed on IL,BOS,James Young,James Young,203923,100.0
2015-11-13,Hawks,,Lamar Patterson,placed on IL,ATL,Lamar Patterson,Lamar Patterson,203934,100.0
2015-11-13,Hornets,,Cody Zeller,placed on IL with ankle injury,CHA,Cody Zeller,Cody Zeller,203469,100.0
2015-11-13,Jazz,,Rodney Hood,placed on IL with sore right foot,UTA,Rodney Hood,Rodney Hood,203918,100.0
2015-11-13,Kings,,Duje Dukan,placed on IL,SAC,Duje Dukan,Duje Dukan,1626251,100.0
2015-11-13,Lakers,,Anthony Brown,placed on IL,LAL,Anthony Brown,Anthony Brown,1626148,100.0
2015-11-13,Mavericks,,John Jenkins,placed on IL,DAL,John Jenkins,John Jenkins,203098,100.0
2015-11-13,Raptors,,Lucas Nogueira,placed on IL,TOR,Lucas Nogueira,Lucas Nogueira,203512,100.0
2015-11-13,Rockets,,Sam Dekker,placed on IL with sore back,HOU,Sam Dekker,Sam Dekker,1626155,100.0
2015-11-13,Thunder,,Kevin Durant,placed on IL with strained left hamstring,OKC,Kevin Durant,Kevin Durant,201142,100.0
2015-11-14,Bucks,,Tyler Ennis,placed on IL recovering from surgery on right shoulder,MIL,Tyler Ennis,Tyler Ennis,203898,100.0
2015-11-14,Rockets,,Patrick Beverley,placed on IL with ankle injury,HOU,Patrick Beverley,Patrick Beverley,201976,100.0
2015-11-14,Warriors,,Kevon Looney,placed on IL,GSW,Kevon Looney,Kevon Looney,1626172,100.0
2015-11-15,Hawks,,Jeff Teague,placed on IL with sore left ankle,ATL,Jeff Teague,Jeff Teague,201952,100.0
2015-11-15,Jazz,,Tibor Pleiss,placed on IL,UTA,Tibor Pleiss,Tibor Pleiss,202353,100.0
2015-11-15,Raptors,,Bruno Caboclo,placed on IL,TOR,Bruno Caboclo,Bruno Caboclo,203998,100.0
2015-11-16,Mavericks,,John Jenkins,placed on IL,DAL,John Jenkins,John Jenkins,203098,100.0
2015-11-16,Rockets,,Sam Dekker,placed on IL with sore back,HOU,Sam Dekker,Sam Dekker,1626155,100.0
2015-11-16,Spurs,,Matt Bonner,placed on IL,SAS,Matt Bonner,Matt Bonner,2588,100.0
2015-11-16,Spurs,,Jonathon Simmons,placed on IL,SAS,Jonathon Simmons,Jonathon Simmons,203613,100.0
2015-11-17,Bucks,,Jabari Parker,placed on IL with sprained right foot,MIL,Jabari Parker,Jabari Parker,203953,100.0
2015-11-17,Hawks,,Kent Bazemore,placed on IL with sprained ankle,ATL,Kent Bazemore,Kent Bazemore,203145,100.0
2015-11-17,Heat,,Jarnell Stokes,placed on IL,MIA,Jarnell Stokes,Jarnell Stokes,203950,100.0
2015-11-17,Timberwolves,,Tyus Jones,placed on IL,MIN,Tyus Jones,Tyus Jones,1626145,100.0
2015-11-17,Warriors,,Shaun Livingston,placed on IL with hip injury,GSW,Shaun Livingston,Shaun Livingston,2733,100.0
2015-11-18,Bulls,,Derrick Rose,placed on IL with sore left ankle,CHI,Derrick Rose,Derrick Rose,201565,100.0
2015-11-18,Kings,,Eric Moreland,placed on IL,SAC,Eric Moreland,Eric Moreland,203961,100.0
2015-11-18,Magic,,C.J. Watson,placed on IL,ORL,C.J. Watson,C.J. Watson,201228,100.0
2015-11-18,Nuggets,,Joffrey Lauvergne,placed on IL,DEN,Joffrey Lauvergne,Joffrey Lauvergne,203530,100.0
2015-11-18,Spurs,,Boban Marjanovic,placed on IL,SAS,Boban Marjanovic,Boban Marjanovic,1626246,100.0
2015-11-18,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL with hip injury,SAS,Manu Ginobili,Manu Ginobili,1938,100.0
2015-11-18,Timberwolves,,Kevin Garnett,placed on IL,MIN,Kevin Garnett,Kevin Garnett,708,100.0
2015-11-18,Thunder,,Josh Huestis,placed on IL,OKC,Josh Huestis,Josh Huestis,203962,100.0
2015-11-19,Bucks,,Damien Inglis,placed on IL,MIL,Damien Inglis,Damien Inglis,203996,100.0
2015-11-19,Bucks,,Tyler Ennis,placed on IL,MIL,Tyler Ennis,Tyler Ennis,203898,100.0
2015-11-20,Celtics,,Terry Rozier,placed on IL,BOS,Terry Rozier,Terry Rozier,1626179,100.0
2015-11-20,Lakers,,Anthony Brown,placed on IL,LAL,Anthony Brown,Anthony Brown,1626148,100.0
2015-11-20,Mavericks,,John Jenkins,placed on IL,DAL,John Jenkins,John Jenkins,203098,100.0
2015-11-20,Nuggets,,Jusuf Nurkic,placed on IL,DEN,Jusuf Nurkic,Jusuf Nurkić,203994,91.66666666666666
2015-11-20,Spurs,,Matt Bonner,placed on IL,SAS,Matt Bonner,Matt Bonner,2588,100.0
2015-11-20,Suns,,Cory Jefferson,placed on IL,PHX,Cory Jefferson,Cory Jefferson,203928,100.0
2015-11-20,Warriors,,Brandon Rush,placed on IL,GSW,Brandon Rush,Brandon Rush,201575,100.0
2015-11-21,Hawks,,Walter Tavares / Edy Tavares,placed on IL,ATL,Edy Tavares,Edy Tavares,204002,100.0
2015-11-21,Heat,,Amare Stoudemire / Amar'e Stoudemire,placed on IL,MIA,Amar'e Stoudemire,Amar'e Stoudemire,2405,100.0
2015-11-21,Kings,,Rudy Gay,placed on IL with shoulder injury,SAC,Rudy Gay,Rudy Gay,200752,100.0
2015-11-21,Spurs,,Jonathon Simmons,placed on IL,SAS,Jonathon Simmons,Jonathon Simmons,203613,100.0
2015-11-21,Spurs,,LaMarcus Aldridge,placed on IL with sprained left ankle,SAS,LaMarcus Aldridge,LaMarcus Aldridge,200746,100.0
2015-11-22,Celtics,,Marcus Smart,placed on IL with left knee injury,BOS,Marcus Smart,Marcus Smart,203935,100.0
2015-11-22,Nuggets,,Joffrey Lauvergne,placed on IL with strained lower back,DEN,Joffrey Lauvergne,Joffrey Lauvergne,203530,100.0
2015-11-22,Mavericks,,Salah Mejri,placed on IL,DAL,Salah Mejri,Salah Mejri,1626257,100.0
2015-11-23,Hornets,,Troy Daniels,placed on IL with hamstring injury,CHA,Troy Daniels,Troy Daniels,203584,100.0
2015-11-23,Kings,,Eric Moreland,placed on IL,SAC,Eric Moreland,Eric Moreland,203961,100.0
2015-11-23,Spurs,,Matt Bonner,placed on IL,SAS,Matt Bonner,Matt Bonner,2588,100.0
2015-11-23,Suns,,Eric Bledsoe,placed on IL with sore left knee,PHX,Eric Bledsoe,Eric Bledsoe,202339,100.0
2015-11-23,Thunder,,Steve Novak,placed on IL,OKC,Steve Novak,Steve Novak,200779,100.0
2015-11-24,Bulls,,Cameron Bairstow,placed on IL,CHI,Cameron Bairstow,Cameron Bairstow,203946,100.0
2015-11-24,Hawks,,Tiago Splitter,placed on IL with sore right hip,ATL,Tiago Splitter,Tiago Splitter,201168,100.0
2015-11-24,Warriors,,James Michael McAdoo / James McAdoo (Michael),placed on IL,GSW,James Michael McAdoo,James Michael McAdoo,203949,100.0
2015-11-25,Hornets,,P.J. Hairston,placed on IL,CHA,P.J. Hairston,PJ Hairston,203798,91.66666666666666
2015-11-25,Kings,,Caron Butler,placed on IL with ankle injury,SAC,Caron Butler,Caron Butler,2406,100.0
2015-11-25,Raptors,,Delon Wright,placed on IL,TOR,Delon Wright,Delon Wright,1626153,100.0
2015-11-27,Hawks,,Thabo Sefolosha,placed on IL with ankle injury,ATL,Thabo Sefolosha,Thabo Sefolosha,200757,100.0
2015-11-27,Heat,,Luol Deng,placed on IL with hamstring injury,MIA,Luol Deng,Luol Deng,2736,100.0
2015-11-27,Nuggets,,Kenneth Faried,placed on IL with sprained left ankle,DEN,Kenneth Faried,Kenneth Faried,202702,100.0
2015-11-27,Suns,,Cory Jefferson,placed on IL,PHX,Cory Jefferson,Cory Jefferson,203928,100.0
2015-11-28,Blazers,,Chris Kaman,placed on IL with ankle injury,POR,Chris Kaman,Chris Kaman,2549,100.0
2015-11-28,Hawks,,Walter Tavares / Edy Tavares,placed on IL,ATL,Edy Tavares,Edy Tavares,204002,100.0
2015-11-28,Kings,,DeMarcus Cousins,placed on IL with strained lower back,SAC,DeMarcus Cousins,DeMarcus Cousins,202326,100.0
2015-11-28,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with sprained right ankle,DAL,J.J. Barea,J.J. Barea,200826,100.0
2015-11-28,Spurs,,Matt Bonner,placed on IL,SAS,Matt Bonner,Matt Bonner,2588,100.0
2015-11-28,Spurs,,Ray McCallum Jr.,placed on IL,SAS,Ray McCallum,Ray McCallum,203492,100.0
2015-11-28,Warriors,,Harrison Barnes,placed on IL with sprained left ankle,GSW,Harrison Barnes,Harrison Barnes,203084,100.0
2015-11-28,Wizards,,Nene,placed on IL with strained left calf,WAS,Nene,Nene,2403,100.0
2015-11-29,Bucks,,Greivis Vasquez,placed on IL with sore right ankle,MIL,Greivis Vasquez,Greivis Vasquez,202349,100.0
2015-11-29,Knicks,,Louis Amundson / Lou Amundson,placed on IL,NYK,Lou Amundson,Lou Amundson,200811,100.0
2015-11-29,Nets,,Willie Reed,placed on IL recovering from surgery on right thumb to repair torn ligament,BKN,Willie Reed,Willie Reed,203186,100.0
2015-11-29,Suns,,Bryce Cotton,placed on IL,PHX,Bryce Cotton,Bryce Cotton,203955,100.0
2015-11-29,Suns,,Tyson Chandler,placed on IL with strained right hamstring,PHX,Tyson Chandler,Tyson Chandler,2199,100.0
2015-11-29,Timberwolves,,Ricky Rubio,placed on IL with ankle injury,MIN,Ricky Rubio,Ricky Rubio,201937,100.0
2015-11-30,Hawks,,Tim Hardaway Jr.,placed on IL,ATL,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,100.0
2015-11-30,Heat,,Amare Stoudemire / Amar'e Stoudemire,placed on IL,MIA,Amar'e Stoudemire,Amar'e Stoudemire,2405,100.0
2015-11-30,Jazz,,Tibor Pleiss,placed on IL,UTA,Tibor Pleiss,Tibor Pleiss,202353,100.0
2015-11-30,Kings,,Eric Moreland,placed on IL,SAC,Eric Moreland,Eric Moreland,203961,100.0
2015-11-30,Spurs,,Boban Marjanovic,placed on IL,SAS,Boban Marjanovic,Boban Marjanovic,1626246,100.0
2015-11-30,Thunder,,Mitch McGary,placed on IL,OKC,Mitch McGary,Mitch McGary,203956,100.0
2015-12-01,Lakers,,Robert Sacre,placed on IL,LAL,Robert Sacre,Robert Sacre,203135,100.0
2015-12-01,Magic,,Roy Devyn Marble / Roy Marble (Devyn),placed on IL,ORL,Roy Marble,Royce O'Neale,,60.86956521739131
2015-12-01,Nets,,Andrea Bargnani,placed on IL with sore hamstring,BKN,Andrea Bargnani,Andrea Bargnani,200745,100.0
2015-12-01,Timberwolves,,Tyus Jones,placed on IL,MIN,Tyus Jones,Tyus Jones,1626145,100.0
2015-12-02,Clippers,,Chris Paul,placed on IL with inflamed rib cartilage,LAC,Chris Paul,Chris Paul,101108,100.0
2015-12-02,Hornets,,Al Jefferson,placed on IL with strained left calf,CHA,Al Jefferson,Al Jefferson,2744,100.0
2015-12-02,Lakers,,Tarik Black,placed on IL,LAL,Tarik Black,Tarik Black,204028,100.0
2015-12-02,Raptors,,James Johnson,placed on IL with sore left Achilles,TOR,James Johnson,James Johnson,201949,100.0
2015-12-03,Blazers,,Cliff Alexander,placed on IL,POR,Cliff Alexander,Cliff Alexander,1626146,100.0
2015-12-03,Heat,,Jarnell Stokes,placed on IL,MIA,Jarnell Stokes,Jarnell Stokes,203950,100.0
2015-12-03,Raptors,,Delon Wright,placed on IL,TOR,Delon Wright,Delon Wright,1626153,100.0
2015-12-04,Cavaliers,,Joe Harris,placed on IL,CLE,Joe Harris,Joe Harris,203925,100.0
2015-12-04,Hawks,,Walter Tavares / Edy Tavares,placed on IL,ATL,Edy Tavares,Edy Tavares,204002,100.0
2015-12-04,Knicks,,Cleanthony Early,placed on IL,NYK,Cleanthony Early,Cleanthony Early,203921,100.0
2015-12-04,Suns,,Bryce Cotton,placed on IL,PHX,Bryce Cotton,Bryce Cotton,203955,100.0
2015-12-05,76ers,,Kendall Marshall,placed on IL,PHI,Kendall Marshall,Kendall Marshall,203088,100.0
2015-12-05,Bucks,,Jerryd Bayless,placed on IL with ankle injury,MIL,Jerryd Bayless,Jerryd Bayless,201573,100.0
2015-12-05,Heat,,Luol Deng,placed on IL with hamstring injury (P),MIA,Luol Deng,Luol Deng,2736,100.0
2015-12-05,Kings,,Willie Cauley-Stein,placed on IL with dislocated right index finger,SAC,Willie Cauley-Stein,Willie Cauley-Stein,1626161,100.0
2015-12-05,Raptors,,Bruno Caboclo,placed on IL,TOR,Bruno Caboclo,Bruno Caboclo,203998,100.0
2015-12-05,Rockets,,K.J. McDaniels,placed on IL,HOU,K.J. McDaniels,KJ McDaniels,203909,92.3076923076923
2015-12-05,Spurs,,Boban Marjanovic,placed on IL,SAS,Boban Marjanovic,Boban Marjanovic,1626246,100.0
2015-12-07,Bulls,,Cristiano Felicio,placed on IL,CHI,Cristiano Felicio,Cristiano Felicio,1626245,100.0
2015-12-07,Clippers,,C.J. Wilcox,placed on IL,LAC,C.J. Wilcox,C.J. Wilcox,203912,100.0
2015-12-07,Mavericks,,Devin Harris,placed on IL with sore ribs,DAL,Devin Harris,Devin Harris,2734,100.0
2015-12-07,Raptors,,Lucas Nogueira,placed on IL with ankle injury,TOR,Lucas Nogueira,Lucas Nogueira,203512,100.0
2015-12-07,Spurs,,Tim Duncan,placed on IL,SAS,Tim Duncan,Tim Duncan,1495,100.0
